country,url,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Tuvalu,https://dynamospanish.com/wp-content/uploads/flags/images/Tuvalu/2/large/Tuvalu.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Uganda,https://dynamospanish.com/wp-content/uploads/flags/images/Uganda/2/large/Uganda.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1185,1106,1142,1159,1110,1150,1179,1194,1167,1190,1210,1163,1174,1269,1324,1312,1351,1379,1371,1474,1449,1450,1427,1388,1356,1293,1267,1251,1150,997,940,951,1000,1041,920,906,876,894,918,945,946,928,947,972,1008,1068,1044,1052,1080,1113,1129,1168,1199,1223,1254,1353,1399,1449,1546,1681,1772,1890,1848,1841,1853,1883,1909
Ukraine,https://dynamospanish.com/wp-content/uploads/flags/images/Ukraine/2/large/Ukraine.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8691,8691,8691,8691,8691,8691,8691,9376,9629,9893,10284,10493,10395,10418,10684,10746,11165,10638,9798,9076,7223,5895,5157,4957,4592,4457,4386,4448,4798,5053,5663,6285,7364,8256,9452,10258,8766,9250,10333,10744,10993,10331,9429,9694
United Arab Emirates,https://dynamospanish.com/wp-content/uploads/flags/images/UAE/2/large/UAE.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",88284,88363,92197,92487,92991,82774,86829,105222,96214,92970,93566,92250,94516,95394,88942,83881,63439,58565,65307,66251,71240,67250,69237,70284
United Kingdom,https://dynamospanish.com/wp-content/uploads/flags/images/United_Kingdom/2/large/United_Kingdom.png,2181,2182,2187,2216,2304,2323,2170,2308,2282,2271,2342,2339,2383,2374,2401,2547,2597,2544,2614,2560,2651,2569,2512,2605,2800,2894,2859,2793,2877,2917,2858,2953,3051,3123,3239,3132,3307,3311,3218,3319,3355,3314,3143,3407,3467,3518,3596,3578,3718,3717,3846,3824,3805,3870,3908,3975,3984,3991,3977,3931,4090,4211,4312,4326,4313,4269,4314,4463,4640,4866,4862,4835,4692,4663,4944,5068,5244,5278,5497,5686,5608,5572,5682,5590,5590,5723,5879,5956,5679,5773,5917,6068,6161,6393,6362,6793,6876,6881,6888,6099,5656,5501,6015,6204,6445,6770,6527,7061,7150,7380,7301,6900,6918,7097,7546,7809,8132,8384,8456,8456,9264,10116,10336,10485,10034,9567,9152,8967,9165,9457,9441,9599,9507,9957,10400,10779,10944,11127,11132,11525,12000,12385,12426,12849,13513,13802,14099,14440,14610,15241,15715,15703,16053,17116,16824,16745,17398,18138,19124,20129,20593,19975,19865,20105,20270,20712,21303,22246,23075,23642,24002,23696,23812,24481,25353,26500,27775,29840,30978,32245,34390,35182,35384,35354,36320,37724,38251,38071,37657,35730,35116,34971,35784,37702,38220,38749,39162
United States,https://dynamospanish.com/wp-content/uploads/flags/images/United_States_of_America/2/large/United_States_of_America.png,2080,2113,2171,2147,2205,2254,2270,2279,2279,2204,2364,2509,2600,2691,2562,2660,2699,2614,2591,2717,2583,2529,2507,2547,2685,2728,2743,2816,2888,2814,2825,2940,3089,3300,3310,3237,3305,3233,3248,3336,3425,3354,3459,3683,3804,3607,3579,3697,3745,3845,3736,3825,3883,3980,3862,3971,3928,3966,4044,4446,4866,4914,5101,5102,5074,4997,5034,5147,5015,5216,5184,5299,5697,5316,5064,5569,5356,5761,5776,6191,6252,6822,6756,6955,6739,7094,7762,7740,6970,7668,7586,7711,7948,8101,7334,7434,8342,8020,8648,8681,8485,8134,8466,9420,9525,9601,10090,10050,10040,10543,9490,8864,7525,7270,7876,8850,9718,10450,9797,10459,11307,12844,14175,15392,16401,15992,14471,14057,14559,14112,15241,16126,16443,16917,16513,17370,17398,17407,16945,17901,18058,18175,18977,19515,20360,21390,22529,22842,23692,24196,23958,24395,25415,26603,26287,25956,27059,28001,29287,29951,29613,30056,29211,30159,32076,33024,33851,34730,35865,36757,36982,36464,37241,37762,38808,39391,40414,41723,43073,44576,45887,45878,46267,47158,48493,49655,50490,50902,50276,48453,49267,49675,50394,50863,51664,52591,53015
Uruguay,https://dynamospanish.com/wp-content/uploads/flags/images/Uruguay/2/large/Uruguay.png,1773,1773,1773,1773,1773,1773,1773,1773,1773,1773,1773,1773,1773,1773,1773,1773,1773,1773,1773,1773,1773,1773,1773,1773,1773,1773,1773,1773,1773,1773,2205,2205,2205,2205,2205,2205,2205,2205,2205,2205,2681,2681,2681,2681,2681,2681,2681,2681,2681,2681,3286,3286,3848,3935,3502,2897,3156,3070,3286,2810,3070,2767,3027,3545,3459,3891,4021,3286,4108,3675,3243,3286,3286,3459,3718,3632,3675,3545,3070,3156,3027,3156,3589,3589,3589,3027,3416,3632,3891,3891,4021,4021,4626,4324,3373,3156,3070,3502,3502,4108,3200,3156,3459,3675,3805,3762,4064,4540,4626,4583,5318,4324,3978,3675,4194,4281,4281,4410,4713,4756,4453,4670,4324,4194,4756,4843,5275,5145,5232,5837,6269,6820,6600,7223,7529,7495,7473,7416,7127,6732,6867,6993,6956,6864,6972,7024,7227,6890,6995,7343,7850,7776,7375,7682,7835,8076,8126,8066,8532,9217,9825,9834,8819,7808,7684,7631,8612,9475,9373,9362,9204,9647,10697,11003,11875,11733,12300,12393,12576,11794,11208,10641,9739,9585,9849,10343,10890,11896,13194,13816,15854,17211,17950,18778,19582,19668,19896
Uzbekistan,https://dynamospanish.com/wp-content/uploads/flags/images/Uzbekistan/2/large/Uzbekistan.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5316,5316,5316,5316,5316,5316,5316,4877,4925,4970,5020,4704,4699,4518,4372,4647,4642,4444,4118,3305,3839,3201,3132,3258,3306,3319,3517,3378,3557,3745,3960,4125,4360,4193,4944,5679,6344,6812,7396,7929,8641,8511,9107,9726
Vanuatu,https://dynamospanish.com/wp-content/uploads/flags/images/Vanuatu/2/large/Vanuatu.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Vatican,https://dynamospanish.com/wp-content/uploads/flags/images/Vatican_City/2/large/Vatican_City.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Venezuela,https://dynamospanish.com/wp-content/uploads/flags/images/Venezuela/2/large/Venezuela.png,464,464,464,464,464,464,464,464,464,464,921,909,1026,1041,1052,1032,960,903,811,756,728,811,903,839,839,848,857,820,820,756,903,866,903,958,977,1014,783,903,885,894,949,1023,903,829,811,857,848,765,774,857,848,829,839,903,995,885,922,931,995,977,1032,1032,1014,1060,1124,1041,1106,1143,1143,1189,1281,1207,1088,1088,1069,1161,1023,1051,1023,866,885,848,793,848,857,866,857,829,811,811,802,765,820,839,968,968,903,940,977,940,912,885,958,1005,1041,1097,1161,1180,1373,1410,1401,1392,1263,1401,1456,1733,1871,1862,2055,2175,2286,2221,1917,2120,2286,2783,3189,3115,3696,3751,4055,4384,4651,4753,5024,5086,5298,5649,5687,5881,5707,5727,5789,6166,6538,6549,6717,6778,7148,7277,7943,7670,7792,8677,11773,11126,11093,11089,10504,11257,11355,10925,9853,9421,9274,8835,7953,7928,7993,7363,7690,7647,8460,7643,7067,7243,6951,7008,6431,6554,7927,7500,7122,6740,8580,10725,12307,13677,15661,13508,16161,17746,17752,18795,17568,16257,13159
Vietnam,https://dynamospanish.com/wp-content/uploads/flags/images/Vietnam/2/large/Vietnam.png,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,890,914,938,963,990,1014,1032,1048,1061,1070,1080,1098,1197,1193,1210,1185,1161,988,945,999,994,989,1178,1193,1150,924,1036,1070,1045,1037,1076,1055,1033,1053,1106,1146,1151,1168,1210,1164,1200,1312,1401,1548,1612,1723,1924,2044,2111,2101,2243,2362,2573,2756,2961,3218,3419,3814,4010,4004,4465,4786,4911,5135,5427,5733,6031
Yemen,https://dynamospanish.com/wp-content/uploads/flags/images/Yemen/2/large/Yemen.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1055,1062,1069,1077,1083,1090,1095,1101,1106,1111,1116,1122,1129,1139,1145,1153,1166,1180,1190,1204,1424,1637,1730,1899,1963,2065,2318,2503,2641,2711,2652,2736,2705,2779,2804,2700,2675,2697,2722,2724,2630,2660,2732,2698,2745,2780,2805,2858,2944,2971,3068,3096,3127,3154,3187,3272,3307,3500,3759,3774,4363,4088,3707,3847,3558,2496,2199
Zambia,https://dynamospanish.com/wp-content/uploads/flags/images/Zambia/2/large/Zambia.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1042,1084,1127,1172,1218,1160,1281,1366,1392,1662,1706,1719,1678,1719,1962,2410,2060,2216,2261,2293,2031,1956,2094,2032,1988,2059,2159,1792,1656,1583,1462,1719,1652,1519,1653,1770,1430,1403,1567,1295,1369,1338,1279,1142,991,981,1018,1121,1050,961,1153,1225,1323,1434,1461,1597,1806,2345,2440,2658,2900,3205,3413,3474,3537,3537,3538
Zimbabwe,https://dynamospanish.com/wp-content/uploads/flags/images/Zimbabwe/2/large/Zimbabwe.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1967,2026,2033,2132,2167,2164,2350,2472,2382,2596,2710,2760,2636,2538,2525,2673,2595,2760,2868,2930,3448,3644,3956,4027,4341,4142,4017,3454,3916,3890,4003,4229,4108,3915,3600,3615,3492,3243,3340,3369,3265,3280,2845,2749,2913,2841,3032,3013,3006,2889,2696,2624,2376,1958,1813,1660,1587,1522,1260,1329,1425,1515,1623,1801,1797,1759,1729
